G_2pcCP,G_2pcCP,G_1p5pcCP,G_1p5pcCP,G_1pcCP,G_1pcCP,PG_2pcCP,PG_2pcCP,PG_1p5pcCP,PG_1p5pcCP,PG_1pcCP,PG_1pcCP,P_2pcCP,P_2pcCP,P_1p5pcCP,P_1p5pcCP
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.010984303704659252,23.644894126454144,0.010716252016451109,8.497534359086472,0.004860660396748445,1.74752840000769,0.015144589661190054,20.565123083477346,0.015144589661190054,6.734150657748101,0.007397734018635939,0.9545484566615204,0.016006673089593953,7.054802310718631,0.007615885921284104,0.9545484566618406
0.015144589661189993,24.770763559917164,0.01591170572337915,10.23531021899029,0.006869258680940456,1.74752840000769,0.02140287440550331,20.565123083477346,0.02248699019211666,7.390722033522782,0.010716252016451109,1.0974987654926953,0.02263803409521451,7.390722033525836,0.011041059561003926,1.1497569953977402
0.021402874405503182,23.644894126454144,0.023626019492518704,11.233240329780312,0.010716252016451109,2.1049041445120262,0.03024730567587744,22.570197196329012,0.03177941678228596,9.77009957298817,0.015523409869941171,1.3219411484655745,0.03201668359362326,8.497534359086403,0.016006673089593953,1.3219411484660286
0.03338913362546733,27.185882427329428,0.03338913362546767,11.233240329780312,0.015144589661190054,2.5353644939701216,0.04718671482567572,24.770763559905895,0.04718671482567572,10.722672220098692,0.02193823663924835,1.5922827933405208,0.04757944314009414,8.90215085445043,0.023205524975343547,1.4508287784959433
0.010716252016451109,23.644894126454144,0.049576854649501706,14.849682622544696,0.02140287440550331,2.7825594022071374,0.07006377968776199,27.185882427317058,0.07006377968776199,12.328467394415389,0.03338913362546767,1.8307382802947183,0.06897785379387658,10.235310218990268,0.03364199333410339,1.7475284000076687
0.049576854649501706,29.836472402833465,0.07361270719115245,14.849682622544696,0.03177941678228596,3.678379771828642,0.09901663304056721,29.836472402819673,0.10403210399941087,13.530477745792265,0.049576854649501706,2.205130739902238,0.0999999999999998,11.233240329780312,0.04757944314009414,2.0092330025650704
0.07006377968776199,32.74549162877739,0.10403210399941087,19.630406500402763,0.04718671482567572,4.862601580065373,0.14702188080708192,35.9381366380295,0.15446895258542026,16.29750834619927,0.07006377968776184,2.78255940220609,0.14860828105747498,13.530477745798075,0.0707069925872126,2.535364493970096
0.10403210399941024,37.649358067924865,0.15446895258542026,23.644894126454144,0.06668594881842976,4.862601580065373,0.2077765670890802,43.287612810810074,0.22935859600582423,19.63040650039393,0.10403210399941087,3.5111917342138206,0.2208442119885748,15.556761439304658,0.10250680283341806,2.9150530628251463
0.15446895258541868,41.32012400115356,0.2293585960058247,25.950242113997454,0.0942429619489946,6.428073117284333,0.30851081018438575,47.508101621005196,0.3322455917915007,23.644894126443337,0.15446895258542026,4.430621457582201,0.31233715918008736,17.073526474706888,0.14860828105747498,3.351602650938875
0.22935859600582187,47.508101621028075,0.35780637054147346,34.30469286314926,0.1399338383167878,7.742636826811293,0.45808303281774776,52.140082879971786,0.48128622683965666,27.185882427317058,0.21830103460694267,5.590810182509982,0.46415888336127725,20.565123083486597,0.23205524975343497,4.03701725859655
0.3322455917915007,54.6227721768436,0.5312780686070251,45.34878508128596,0.2129738001788597,8.902150854450392,0.647379284485671,62.8029144183119,0.7146234334944506,34.30469286313327,0.324137750441334,7.054802310715803,0.6897785379387644,24.77076355991714,0.31233715918008736,4.862601580065333
0.49332491213910995,62.80291441834266,0.7888523218736109,54.6227721768436,0.3322455917915007,11.233240329780312,0.9612417336149109,83.02175681315626,1.0351933160744002,41.320124001133905,0.4695413234680425,8.902150854446752,1.0250680283341806,28.480358684358166,0.46415888336127725,6.428073117284345
0.7146234334944477,79.24828983539169,1.1713037343268915,65.79332246575703,0.49332491213911195,14.174741629268077,1.4995662770320177,91.11627561150321,1.5370757786302778,49.77023564329711,0.7146234334944506,11.233240329775487,1.4860828105747468,34.30469286314926,0.6897785379387644,7.742636826811277
1.061087193483165,91.11627561154879,1.7391752549952395,79.24828983539194,0.7324987146549939,18.73817422860389,2.226586056039645,120.45035402581678,2.2822809156179606,62.8029144183119,1.0351933160744002,14.849682622538197,2.208442119885748,41.32012400115369,1.0250680283341806,10.235310218990268
1.5370757786302591,109.74987654930523,2.457864516937814,95.45484566618367,1.0610871934831736,23.644894126454144,2.85059567787132,145.08287784951895,3.3060795917353962,79.24828983535264,1.4995662770320177,17.886495290566376,3.2819278725114778,49.770235643321755,1.5233359765771766,12.328467394420734
2.2822809156179233,132.1941148466022,3.4735418217748792,126.18568830660236,1.575523526661323,28.480358684358077,4.9089332241352395,166.81005371991824,4.789139755799851,99.9999999999497,2.1722503268655715,22.570197196329012,4.757944314009414,62.80291441834221,2.1544346900318825,14.849682622544696
3.388776435235783,151.99110829529238,4.9089332241352395,151.99110829529377,2.226586056039645,35.9381366380464,6.937479562778262,210.49041445109026,7.111010672895626,126.18568830653733,3.3060795917353962,29.836472402819673,7.07069925872126,72.20809018385515,3.364199333410333,19.630406500402604
0.3241377504413347,54.6227721768436,7.28888241506905,183.07382802953714,3.3060795917353962,45.34878508128596,10.30090866614777,253.5364493968748,10.558571135619456,159.228279334026,4.789139755799851,39.44206059435809,10.77105056036767,91.11627561154867,4.999478800728127,25.950242113997213
4.9089332241352395,183.07382802953714,10.30090866614777,220.513073990305,4.789139755799851,59.94842503189433,14.921749414997162,305.38555088317514,15.294995594311242,200.92330025639856,7.111010672895655,52.140082879971786,15.233359765771766,114.97569953977404,7.247947748081399,31.257158496882607
7.28888241506905,220.513073990305,15.294995594311242,291.5053062825182,6.603018123116467,79.24828983539194,21.61543343605176,385.35285937083916,22.156112529356925,242.01282647930867,10.30090866614777,65.79332246572453,22.084421198857434,138.48863713938746,10.50764462712929,41.320124001153005
10.822678662544217,265.6087782946692,21.615433436051674,351.11917342151384,10.300908666147727,104.76157527896652,32.89783984176491,509.413801481351,32.09502869004459,305.38555088317514,15.294995594311242,83.02175681315626,32.81927872511464,183.0738280295355,15.233359765771828,52.14008287999674
15.67757799195341,319.9267137797391,33.72073216404781,422.9242874389507,15.67757799195341,138.48863713938732,48.847371795048915,613.5907273409675,47.65534171046158,403.70172585943203,22.156112529356925,109.74987654925025,48.77216596885446,220.51307399030412,22.638034095214373,65.79332246575656
23.278381945509807,422.9242874389507,50.069218804067006,559.0810182512234,22.710315935408495,174.75284000076883,70.75960627651064,739.0722033521513,70.7596062765086,533.6699231203246,32.09502869004459,138.48863713931553,70.70699258721304,265.6087782946695,33.64199333410346,83.02175681319702
33.720732164047945,509.4138014816386,70.75960627651006,673.4150657750836,32.89783984176505,231.01297000831676,102.5013567037868,932.6033468826726,102.5013567037868,705.4802310714591,47.655341710461386,191.7910261671473,102.50680283341828,351.11917342150844,49.994788007281066,104.76157527896576
50.069218804067006,673.4150657750836,105.06528126116854,890.2150854450401,47.65534171046158,278.2559402207129,152.19606832817837,1176.811952434301,152.196068328179,932.6033468826763,69.03284849291805,242.01282647930867,156.15230060004995,422.92428743895334,72.4794774808134,138.48863713938746
72.52955643168187,811.1308307896873,148.48200377288825,1176.8119524350004,70.75960627651006,351.11917342151384,225.9837719172343,1417.4741629259497,225.98377191723245,1176.811952434306,105.06528126116854,319.9267137795631,232.05524975343545,559.0810182512223,107.71050560367647,174.75284000076974
107.69333871735031,977.0099572992226,220.46905444412,1417.4741629268076,102.5013567037868,443.0621457583882,327.3568697377707,1788.649529056345,335.54523274426026,1555.676143929537,152.196068328179,422.92428743871466,344.8533177622095,739.0722033525775,156.1523006000506,220.51307399030412
156.00303488620327,1232.8467394420684,311.57473316426524,1873.8174228603868,156.00303488620392,559.0810182512234,462.63240705233085,1963.040650039064,486.0660396748455,2056.5123083473895,220.4690544441209,585.7020818053343,512.4805876960895,977.0099572992086,232.05524975343545,291.5053062825146
231.63643214555253,1555.6761439304755,486.0660396748455,2257.0197196339236,220.46905444412,739.072203352579,686.9258680940484,2595.0242113981185,704.1083343456588,2595.0242113981294,335.54523274426026,739.0722033521513,724.794774808134,1291.5496650148827,336.4199333410319,403.7017258596484
343.93841591774583,1963.0406500402764,686.9258680940457,3274.5491628777318,319.36832863957414,932.6033468832218,,,,,486.0660396748455,977.0099572986531,,,487.7216596885446,533.6699231206258
510.6866516993995,2477.076355991714,,,474.20449378002456,1176.8119524350004,,,,,704.1083343456646,1291.5496650141115,,,724.794774808134,705.4802310718574
739.7734018635954,2983.647240283346,,,704.1083343456646,1629.750834620645,,,,,,,,,,
721.7205953687326,3593.813663804633,,,,,,,,,,,,,,
