G_8pc,G_8pc,G_5pc,G_5pc,G_3pc,G_3pc,PG_8pc,PG_8pc,PG_5pc,PG_5pc,PG_3pc,PG_3pc,P_8pc,P_8pc,P_5pc,P_5pc,P_3pc,P_3pc
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.06763767634660227,555.3480066869615,0.07092051320446084,275.5607710612806,0.06925964711473936,98.75639256975808,0.0732409718410803,523.5740364945352,0.07498942093324558,296.9119909913465,0.0732409718410803,81.05113933262155,0.1014314980133416,460.93147332662835,0.10635281051293052,136.31556706476124,0.1014314980133416,46.87152576242508
0.1036185218845033,621.5531343872611,0.1036185218845033,304.57598133897363,0.10119191100016152,107.79750165872403,0.1093791203159609,586.4732056496839,0.11199027932724734,324.3014609298942,0.1093791203159609,90.78815638799888,0.15172947630219666,503.2898614520238,0.15909117540856166,148.84260856962888,0.15172947630219666,51.17889550210728
0.14784659290713403,704.4109314173736,0.15139199636888628,336.6463522776579,0.14784659290713434,119.14805480891172,0.15581991059226746,648.6998471812219,0.1633483507981383,358.71086030745545,0.15953972990061274,101.69492259085766,0.22165575534665521,563.5196842041756,0.2269692790686273,160.4924273183105,0.22165575534665521,55.882101173574185
0.21601148568300957,788.3864118484444,0.226495738029101,376.77923197473996,0.21601148568300957,131.69376605490723,0.2272779884974136,735.8483513155525,0.23825892629932494,401.80431702530643,0.2327036946652633,113.91196486646106,0.3238083665460155,615.3056586518455,0.33157068895593367,177.45609036039934,0.3238083665460155,63.36043960803205
0.3231721758482031,882.3729256112058,0.32317217584820507,421.6965034285822,0.32317217584820246,147.39347595575347,0.33150631301923755,813.9241630283169,0.34752304314023186,450.07477343115477,0.3394202155450441,129.21527869372838,0.4843788649541061,697.6480162117934,0.4843788649541061,198.69265737142652,0.4843788649541061,69.18309709189377
0.4721711908520608,1000,0.4834939906654994,490.02404539272476,0.4721711908520617,173.43248017724656,0.495076293852422,911.704324077834,0.5068950296608034,497.8291146677042,0.5068950296608034,146.57449081377226,0.7076104511922283,771.3877313294815,0.7076104511922283,231.01297000831605,0.7245732632448413,81.45337631469005
0.6898664245630255,1133.307665018527,0.7233495222665806,569.4227083002553,0.706409618164572,199.0274796734896,0.7052785177060825,1047.3045557308872,0.7570043248078961,579.1268794382704,0.7393540548364319,177.08231157450274,1.0585012080885938,874.6175383324858,1.0838755606296173,261.9279344815627,1.0585012080885938,93.5209889988599
1.0321008291096916,1316.9376605490725,1.0321008291097022,653.4575668065734,1.032100829109698,228.39976470784646,1.078417396929043,1218.334165905023,1.1305211419439842,648.6998471812233,1.1041619750147553,200.87214076812074,1.5833921130436341,979.2849742266033,1.5833921130436472,296.9800477406447,1.5833921130436341,106.03629518404301
1.5441135899948613,1511.290060537177,1.5441135899948613,749.8942093324558,1.5079524599575302,262.10678346618425,1.5729731573008023,1399.5402771019344,1.648971367768037,745.1827169318387,1.6105240447310103,236.63969191642968,2.313116629544065,1082.7930375199119,2.368566577430816,336.72295752114155,2.313116629544065,121.7459563256716
2.256029470003563,1734.3248017724638,2.203196196880765,871.399670345861,2.2560294700035723,304.575981338974,2.3491007273838247,1648.7442147607,2.4051797625324998,866.8744530060795,2.3491007273838247,275.2840327996306,3.3791431053603143,1212.3733007482103,3.4601478012329565,391.4959491509084,3.3791431053603693,139.78306065792103
3.2961752312156825,1990.274796734896,3.2961752312156958,1000,3.296175231215689,358.38335111856765,3.4263842539009715,1966.960417671358,3.508180798752161,1034.1857280760512,3.3464948726577752,320.23917078623765,5.054796821191267,1374.6173406373769,5.175970227120357,443.8873077788887,4.936460177001554,164.57491382707903
4.815881751253304,2493.096737768635,4.93136796907237,1176.6632074631962,4.815881751253304,421.6965034285822,4.9977035546089095,2259.511721032135,5.239167641159424,1203.0729738658497,5.117011505108632,382.0469952131723,7.211484781590336,1618.4187791840595,7.561375800567118,509.65081996283203,7.384358233027138,193.76383757594795
7.377760082683388,2970.4762675557668,7.20498254645627,1384.5363037975767,7.20498254645627,490.02404539272476,7.463642339279591,2628.5002895601524,7.463642339279591,1399.5402771019344,7.289620477129509,444.43701185346924,10.534980712980772,1905.4607179632444,11.046123043333719,592.5530975545669,10.787524888255607,231.01297000831534
10.526850525109936,3628.963571805418,10.779287402816745,1649.6480740980207,10.526850525109957,576.5932649858955,10.886424021730646,3135.8145072569237,11.412401683968005,1628.091586943891,11.146310772537591,530.2156651332303,15.759080145144624,2187.7616239495474,16.1368562423937,688.9406622501236,15.759080145144495,268.59066166849414
16.126761746240824,4489.251258218603,15.380270703432949,1941.0801940536614,15.380270703432918,686.9996593898885,15.878872887195897,4753.432150596174,16.64606075563644,1917.991664114714,16.257942145649583,632.5500443364571,23.021833978938666,2608.33660574411,23.573712547483503,831.763771102671,23.021833978939043,320.22449206610673
27.81338576179088,5484.416576121015,23.010237315143435,2312.759293495989,23.010237315143527,839.2919226451379,,,24.27984453698243,2288.1740241828993,23.71373705661655,764.2081743948914,33.63171167811637,2920.482077915295,35.26347465417224,991.6619195386749,33.63171167811609,391.495949150908
,,34.425338247202845,2790.3081905977288,33.61914164288428,1000,,,35.414435847257096,2661.8432775296196,34.58871486640297,923.2694536044188,52.749970637025655,3481.9151350201055,51.51505364093199,1152.9704635664164,50.30904699244236,466.757074441853
,,49.11929717736861,3324.597932270942,50.297191931837965,1206.484478711085,,,52.88842763943693,3096.5344240632257,51.655284055430045,1129.5870583336737,75.25636023261633,4476.195959862864,75.25636023261633,1427.3992181725832,73.49455151133895,563.5196842041745
,,75.24902161693313,3815.238914367957,75.24902161693343,1473.9347595575364,,,77.14274384443554,3836.5565663456528,77.14274384443554,1364.697815450806,109.93912177471253,5270.091818709961,112.57457841155426,1789.4817463894578,107.3653631853579,680.341984886473
,,,,109.94269557416628,1823.3480008684423,,,115.20608272064324,4519.69875169506,112.51994421953201,1712.2873268028777,,,160.60583396852482,2419.002758657335,160.60583396852482,811.1308307896857
,,,,164.48393952282524,2283.9976470784645,,,,,168.03890237062927,1966.960417671358,,,,,234.62288481422624,967.0625057299017
,,,,,,,,,,282.37072709925764,2661.8432775296196,,,,,350.96797482662316,1258.9254117941662
,,,,,,,,,,442.07077330859687,2661.8432775296196,,,,,525.0064138092695,1539.1208705510512
,,,,,,,,,,521.4505318550182,3057.746374097942,,,,,,
,,,,,,,,,,600.7427310761215,3382.1828286237233,,,,,,
